ARO Accession	Name	Model ID	Model Type	Pathogen	NCBI Plasmid	NCBI WGS	NCBI Chromosome	NCBI Genomic Island	Criteria	ARO Categories
ARO:3000194	tetW	389	protein homolog model	Lachnospiraceae bacterium	0	0	0	33.33	perfect	antibiotic target protection; tetracycline antibiotic
ARO:3000194	tetW	389	protein homolog model	Lachnospiraceae bacterium	0	0	0	33.33	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000194	tetW	389	protein homolog model	Atopobiaceae bacterium	0	0	0	100	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000194	tetW	389	protein homolog model	Bifidobacterium animalis	0	0	0	100	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000194	tetW	389	protein homolog model	Bifidobacterium gallinarum	0	0	0	100	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000194	tetW	389	protein homolog model	Christensenella minuta	0	100	100	100	perfect	antibiotic target protection; tetracycline antibiotic
ARO:3000194	tetW	389	protein homolog model	Christensenella minuta	0	100	100	100	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000194	tetW	389	protein homolog model	Collinsella aerofaciens	0	0	0	100	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000194	tetW	389	protein homolog model	Eubacterium maltosivorans	0	0	100	0	perfect	antibiotic target protection; tetracycline antibiotic
ARO:3000194	tetW	389	protein homolog model	Eubacterium maltosivorans	0	0	100	0	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000194	tetW	389	protein homolog model	Faecalibacterium prausnitzii	0	3.08	12.5	0	perfect	antibiotic target protection; tetracycline antibiotic
ARO:3000194	tetW	389	protein homolog model	Gordonibacter urolithinfaciens	0	0	0	100	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000194	tetW	389	protein homolog model	Lachnoclostridium phocaeense	0	0	100	100	perfect	antibiotic target protection; tetracycline antibiotic
ARO:3000194	tetW	389	protein homolog model	Lachnoclostridium phocaeense	0	0	100	100	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000194	tetW	389	protein homolog model	Massilistercora timonensis	0	0	100	100	perfect	antibiotic target protection; tetracycline antibiotic
ARO:3000194	tetW	389	protein homolog model	Massilistercora timonensis	0	0	100	100	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000194	tetW	389	protein homolog model	Megasphaera stantonii	0	50	100	100	perfect	antibiotic target protection; tetracycline antibiotic
ARO:3000194	tetW	389	protein homolog model	Megasphaera stantonii	0	50	100	100	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000194	tetW	389	protein homolog model	Roseburia hominis	0	0	0	100	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000194	tetW	389	protein homolog model	Ruthenibacterium lactatiformans	0	6.25	100	100	perfect	antibiotic target protection; tetracycline antibiotic
ARO:3000194	tetW	389	protein homolog model	Ruthenibacterium lactatiformans	0	6.25	100	100	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000194	tetW	389	protein homolog model	Christensenella massiliensis	0	0	0	100	perfect	antibiotic target protection; tetracycline antibiotic
ARO:3000194	tetW	389	protein homolog model	Christensenella massiliensis	0	0	0	100	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000194	tetW	389	protein homolog model	Clostridiales bacterium	0	0	0	100	perfect	antibiotic target protection; tetracycline antibiotic
ARO:3002937	vanSG	390	protein homolog model	Clostridioides difficile	0	0.13	0	0	perfect	antibiotic target alteration; glycopeptide antibiotic
ARO:3002937	vanSG	390	protein homolog model	Clostridioides difficile	0	0.13	0	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002937	vanSG	390	protein homolog model	Streptococcus agalactiae	0	0	1.19	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002937	vanSG	390	protein homolog model	Streptococcus anginosus	0	0	10	0	perfect	antibiotic target alteration; glycopeptide antibiotic
ARO:3002937	vanSG	390	protein homolog model	Streptococcus anginosus	0	0	10	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002272	VIM-2	391	protein homolog model	Alcaligenes faecalis	0	15.79	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002272	VIM-2	391	protein homolog model	Providencia rettgeri	0	5.26	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002272	VIM-2	391	protein homolog model	Pseudomonas aeruginosa	1.2	4.48	4.2	9.72	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002272	VIM-2	391	protein homolog model	Escherichia coli	0	0.01	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002272	VIM-2	391	protein homolog model	Escherichia coli	0	0.02	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002272	VIM-2	391	protein homolog model	Klebsiella pneumoniae	0	0.03	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002272	VIM-2	391	protein homolog model	Klebsiella pneumoniae	0	0.04	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002272	VIM-2	391	protein homolog model	Pseudomonas aeruginosa	1.2	4.37	4.2	9.72	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002272	VIM-2	391	protein homolog model	Acinetobacter pittii	0	0.43	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002272	VIM-2	391	protein homolog model	Acinetobacter pittii	0	0.43	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002272	VIM-2	391	protein homolog model	Pseudomonas putida	5	0	2.04	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002272	VIM-2	391	protein homolog model	Pseudomonas putida	5	2.59	2.04	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002272	VIM-2	391	protein homolog model	Pseudomonas stutzeri	8.33	6.74	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002272	VIM-2	391	protein homolog model	Pseudomonas stutzeri	8.33	6.74	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002272	VIM-2	391	protein homolog model	Providencia rettgeri	0	5.26	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002272	VIM-2	391	protein homolog model	Enterobacter hormaechei	0	0.08	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002272	VIM-2	391	protein homolog model	Enterobacter hormaechei	0	0.15	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002272	VIM-2	391	protein homolog model	Alcaligenes faecalis	0	15.79	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002272	VIM-2	391	protein homolog model	Pseudomonas monteilii	0	3.85	22.22	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002272	VIM-2	391	protein homolog model	Pseudomonas monteilii	0	3.85	22.22	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002794	QnrS5	393	protein homolog model	Klebsiella pneumoniae	0	0.01	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002794	QnrS5	393	protein homolog model	Vibrio parahaemolyticus	0	0.95	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3000413	sul3	396	protein homolog model	Salmonella enterica	3	1.71	0.92	2.65	perfect	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Salmonella enterica	3.3	1.76	0.92	2.65	perfect_strict	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Escherichia coli	1.17	1.41	0.41	0.77	perfect	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Escherichia coli	1.27	1.43	0.41	0.89	perfect_strict	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Klebsiella pneumoniae	0.7	4.22	0.11	0	perfect	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Klebsiella pneumoniae	0.71	4.27	0.11	0	perfect_strict	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Proteus mirabilis	0	2.58	9.21	3.7	perfect	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Proteus mirabilis	0	2.58	10.53	3.7	perfect_strict	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Klebsiella oxytoca	0.83	0	0	0	perfect	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Klebsiella oxytoca	0.83	0	0	0	perfect_strict	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Shigella sonnei	0	0.7	0	0	perfect	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Shigella sonnei	0	0.7	0	0	perfect_strict	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Pasteurella multocida	0	0	1.22	16.67	perfect_strict	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Shigella flexneri	0	0.2	0	0	perfect	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Shigella flexneri	0	0.2	0	0	perfect_strict	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Citrobacter freundii	0	0.97	0	0	perfect_strict	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Morganella morganii	0	0	3.85	7.69	perfect	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Morganella morganii	0	0	3.85	7.69	perfect_strict	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Enterobacter asburiae	0	0.85	0	0	perfect_strict	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Enterobacter hormaechei	0	0.38	0	0	perfect	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Enterobacter hormaechei	0	0.38	0	0	perfect_strict	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Citrobacter werkmanii	0	7.69	0	0	perfect	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Citrobacter werkmanii	0	7.69	0	0	perfect_strict	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Yersinia enterocolitica	0	1.27	0	0	perfect	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Yersinia enterocolitica	0	1.27	0	0	perfect_strict	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Citrobacter youngae	0	7.14	0	0	perfect_strict	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Shigella boydii	0	5.75	0	0	perfect	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Shigella boydii	0	6.9	0	0	perfect_strict	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Acinetobacter indicus	2.13	0	0	0	perfect_strict	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Escherichia albertii	2.63	2.38	0	0	perfect	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Escherichia albertii	2.63	2.38	0	0	perfect_strict	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Escherichia fergusonii	3.49	10	0	0	perfect_strict	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Klebsiella quasipneumoniae	0	1.18	0	0	perfect	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Klebsiella quasipneumoniae	0.33	1.18	0	0	perfect_strict	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Escherichia fergusonii	2.18	10	0	0	perfect	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Acinetobacter indicus	2.13	0	0	0	perfect	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Citrobacter youngae	0	7.14	0	0	perfect	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Enterobacter asburiae	0	0.85	0	0	perfect	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Citrobacter freundii	0	0.97	0	0	perfect	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000413	sul3	396	protein homolog model	Pasteurella multocida	0	0	1.22	16.67	perfect	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000937	TEM-71	398	protein homolog model	Escherichia coli	0.01	0.02	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000937	TEM-71	398	protein homolog model	Klebsiella pneumoniae	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000937	TEM-71	398	protein homolog model	Listeria monocytogenes	0	0.03	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000937	TEM-71	398	protein homolog model	Citrobacter freundii	0	0.49	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000937	TEM-71	398	protein homolog model	Enterobacter hormaechei	0	0.08	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000937	TEM-71	398	protein homolog model	Xanthomonas oryzae	0	0	1.04	100	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002181	MIR-16	399	protein homolog model	Enterobacter roggenkampii	0	7.02	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam
ARO:3002181	MIR-16	399	protein homolog model	Enterobacter roggenkampii	0	9.65	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3002497	PDC-1	400	protein homolog model	Pseudomonas aeruginosa	0	6.48	12.07	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; monobactam
ARO:3002497	PDC-1	400	protein homolog model	Pseudomonas aeruginosa	0	6.75	12.6	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; monobactam
ARO:3000182	tet(Y)	402	protein homolog model	Acinetobacter lwoffii	0	5.26	0	0	perfect	antibiotic efflux; tetracycline antibiotic
ARO:3000182	tet(Y)	402	protein homolog model	Acinetobacter defluvii	0	0	0	50	perfect	antibiotic efflux; tetracycline antibiotic
ARO:3000182	tet(Y)	402	protein homolog model	Pseudomonas aeruginosa	0	0.02	0	0	perfect	antibiotic efflux; tetracycline antibiotic
ARO:3000182	tet(Y)	402	protein homolog model	Pseudomonas aeruginosa	0	0.02	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000182	tet(Y)	402	protein homolog model	Proteus mirabilis	0	0.52	0	0	perfect	antibiotic efflux; tetracycline antibiotic
ARO:3000182	tet(Y)	402	protein homolog model	Proteus mirabilis	0	0.52	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000182	tet(Y)	402	protein homolog model	Morganella morganii	3.33	0	0	0	perfect	antibiotic efflux; tetracycline antibiotic
ARO:3000182	tet(Y)	402	protein homolog model	Morganella morganii	3.33	0	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000182	tet(Y)	402	protein homolog model	Acinetobacter haemolyticus	2.56	0	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000182	tet(Y)	402	protein homolog model	Acinetobacter lwoffii	0	5.26	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000182	tet(Y)	402	protein homolog model	Acinetobacter johnsonii	1.89	0	0	0	perfect	antibiotic efflux; tetracycline antibiotic
ARO:3000182	tet(Y)	402	protein homolog model	Acinetobacter johnsonii	1.89	0	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000182	tet(Y)	402	protein homolog model	Acinetobacter defluvii	0	0	0	50	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000182	tet(Y)	402	protein homolog model	Acinetobacter indicus	0	2.94	0	0	perfect	antibiotic efflux; tetracycline antibiotic
ARO:3000182	tet(Y)	402	protein homolog model	Acinetobacter indicus	0	2.94	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000182	tet(Y)	402	protein homolog model	Acinetobacter towneri	9.09	0	0	0	perfect	antibiotic efflux; tetracycline antibiotic
ARO:3000182	tet(Y)	402	protein homolog model	Acinetobacter towneri	9.09	0	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000182	tet(Y)	402	protein homolog model	Acinetobacter wuhouensis	0	50	0	0	perfect	antibiotic efflux; tetracycline antibiotic
ARO:3000182	tet(Y)	402	protein homolog model	Acinetobacter wuhouensis	0	50	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3002863	dfrA8	403	protein homolog model	Shigella sonnei	0	2.33	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002863	dfrA8	403	protein homolog model	Pseudomonas aeruginosa	0	0.02	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002863	dfrA8	403	protein homolog model	Salmonella enterica	0	0.2	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002863	dfrA8	403	protein homolog model	Salmonella enterica	0	0.2	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002863	dfrA8	403	protein homolog model	Escherichia coli	0.08	1.03	0.19	0.13	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002863	dfrA8	403	protein homolog model	Escherichia coli	0.14	1.06	0.19	0.13	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002863	dfrA8	403	protein homolog model	Klebsiella pneumoniae	0.04	0.19	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002863	dfrA8	403	protein homolog model	Klebsiella pneumoniae	0.04	0.19	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002863	dfrA8	403	protein homolog model	Pseudomonas aeruginosa	0	0.02	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002863	dfrA8	403	protein homolog model	Serratia marcescens	0	2.53	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002863	dfrA8	403	protein homolog model	Serratia marcescens	0	2.53	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002863	dfrA8	403	protein homolog model	Shigella sonnei	0	2.33	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002863	dfrA8	403	protein homolog model	Shigella flexneri	0	0.59	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002863	dfrA8	403	protein homolog model	Shigella flexneri	0	0.78	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002863	dfrA8	403	protein homolog model	Enterobacter cloacae	0.84	0	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002863	dfrA8	403	protein homolog model	Enterobacter cloacae	0.84	0	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002863	dfrA8	403	protein homolog model	Citrobacter amalonaticus	0	2.56	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002863	dfrA8	403	protein homolog model	Citrobacter amalonaticus	0	2.56	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002863	dfrA8	403	protein homolog model	Providencia rettgeri	0	2.63	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002863	dfrA8	403	protein homolog model	Enterobacter hormaechei	0	0.45	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002863	dfrA8	403	protein homolog model	Enterobacter hormaechei	0	0.45	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002863	dfrA8	403	protein homolog model	Escherichia albertii	0	2.38	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002863	dfrA8	403	protein homolog model	Escherichia albertii	0	2.38	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002863	dfrA8	403	protein homolog model	Providencia rettgeri	0	2.63	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3001489	OXA-217	404	protein homolog model	Acinetobacter baumannii	0	0.12	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001489	OXA-217	404	protein homolog model	Acinetobacter baumannii	0	0.17	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001667	OXA-202	405	protein homolog model	Acinetobacter baumannii	0	0.02	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001667	OXA-202	405	protein homolog model	Acinetobacter baumannii	0	0.02	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001818	ACC-4	406	protein homolog model	Klebsiella pneumoniae	0	0.03	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam
ARO:3001818	ACC-4	406	protein homolog model	Klebsiella pneumoniae	0	0.03	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam
ARO:3001539	OXA-352	407	protein homolog model	Acinetobacter baumannii	0	0.02	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3002537	AAC(3)-IIIb	410	protein homolog model	Pseudomonas aeruginosa	0	0.02	0	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002537	AAC(3)-IIIb	410	protein homolog model	Pseudomonas aeruginosa	0	0.04	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3001442	OXA-117	412	protein homolog model	Acinetobacter baumannii	0	0.05	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001442	OXA-117	412	protein homolog model	Acinetobacter baumannii	0	0.05	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3002480	OXA-144	413	protein homolog model	Acinetobacter baumannii	0	0.21	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3002480	OXA-144	413	protein homolog model	Acinetobacter baumannii	0	0.21	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001563	OXA-377	414	protein homolog model	Acinetobacter baumannii	0	0.05	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3000903	TEM-33	415	protein homolog model	Klebsiella pneumoniae	0	0.2	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000903	TEM-33	415	protein homolog model	Escherichia coli	0	0.01	0.03	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000903	TEM-33	415	protein homolog model	Escherichia coli	0	0.02	0.03	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000903	TEM-33	415	protein homolog model	Klebsiella pneumoniae	0	0.19	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000903	TEM-33	415	protein homolog model	Shigella sonnei	0	0.08	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000903	TEM-33	415	protein homolog model	Shigella sonnei	0	0.08	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001788	OXA-204	416	protein homolog model	Escherichia coli	0.01	0	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001788	OXA-204	416	protein homolog model	Escherichia coli	0.01	0	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001788	OXA-204	416	protein homolog model	Klebsiella pneumoniae	0.02	0.04	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001788	OXA-204	416	protein homolog model	Klebsiella pneumoniae	0.02	0.08	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001788	OXA-204	416	protein homolog model	Citrobacter freundii	1.08	0	3.1	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001788	OXA-204	416	protein homolog model	Citrobacter freundii	1.08	0	3.1	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001788	OXA-204	416	protein homolog model	Klebsiella quasipneumoniae	0.67	0	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001788	OXA-204	416	protein homolog model	Klebsiella quasipneumoniae	0.67	0	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3002720	QnrB6	417	protein homolog model	Klebsiella quasipneumoniae	0.67	2.61	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002720	QnrB6	417	protein homolog model	Citrobacter portucalensis	0	38.89	81.25	100	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002720	QnrB6	417	protein homolog model	Enterobacter hormaechei	0.82	4.17	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002720	QnrB6	417	protein homolog model	Citrobacter amalonaticus	0	5.13	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002720	QnrB6	417	protein homolog model	Serratia marcescens	0	0.18	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002720	QnrB6	417	protein homolog model	Klebsiella pneumoniae	0.2	1.96	0	0	perfect	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002720	QnrB6	417	protein homolog model	Salmonella enterica	0	0.03	0	0	perfect	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002720	QnrB6	417	protein homolog model	Acinetobacter baumannii	0	0.02	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002720	QnrB6	417	protein homolog model	Salmonella enterica	0	0.04	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002720	QnrB6	417	protein homolog model	Escherichia coli	0.02	0.08	0	0	perfect	antibiotic target protection; fluoroquinolone antibiotic
